date,iso3166-2_code,UVIndex_data_agg_Sum,UVIndex_data_avg_Sum,UVIndex_data_points
2020-05-27,US-AL,374225.0,30.382801787545525,12317.0
2020-04-22,US-AL,647982.0,52.60874785997013,12317.0
2020-02-29,US-AL,382492.0,31.053987898515228,12317.0
2020-02-25,US-AL,306872.0,24.91450638024629,12317.0
2020-05-10,US-AL,730577.0,59.31451982507755,12317.0
2020-03-21,US-AL,180775.0,14.6768681759464,12317.0
2020-03-19,US-AL,335825.0,27.26515975763905,12317.0
2020-04-19,US-AL,316583.0,25.70292882171561,12317.0
2020-03-17,US-AL,365347.0,29.662009445318713,12317.0
2020-05-08,US-AL,489981.0,39.780868735822956,12317.0
2020-02-16,US-AL,134124.0,10.889339052582686,12317.0
2020-05-09,US-AL,719531.0,58.41771060991226,12317.0
2020-03-09,US-AL,390428.0,31.698300584695893,12317.0
2020-03-04,US-AL,207989.0,16.886334587453554,12317.0
2020-03-12,US-AL,392468.0,31.86392531753469,12317.0
2020-03-18,US-AL,357115.0,28.993664935157515,12317.0
2020-03-27,US-AL,506679.0,41.136555887265104,12317.0
2020-03-13,US-AL,282813.0,22.961189984477553,12317.0
2020-03-25,US-AL,471778.0,38.302992749614944,12317.0
2020-04-17,US-AL,619204.0,50.27230248661992,12317.0
2020-04-07,US-AL,447691.0,36.347403073199395,12317.0
2020-04-10,US-AL,605527.0,49.16188607924933,12317.0
2020-05-29,US-AL,744751.0,60.46528696392896,12317.0
2020-03-30,US-AL,560176.0,45.47990212877307,12317.0
2020-03-24,US-AL,408832.0,33.1924954784042,12317.0
2020-06-03,US-AL,779221.0,63.26385781733719,12317.0
2020-03-29,US-AL,514424.0,41.76536155189076,12317.0
2020-04-04,US-AL,574842.0,46.67061405613266,12317.0
2020-03-26,US-AL,538593.0,43.72760869305767,12317.0
2020-02-27,US-AL,367121.0,29.80603801201283,12317.0
2020-06-16,US-AL,757865.0,61.52999419257984,12317.0
2020-03-08,US-AL,425156.0,34.517818095492565,12317.0
2020-04-24,US-AL,588977.0,47.81821483979745,12317.0
2020-02-15,US-AL,296978.0,24.111226425978213,12317.0
2020-05-18,US-AL,465468.0,37.79069271813813,12317.0
2020-04-25,US-AL,577809.0,46.911500616099644,12317.0
2020-04-11,US-AL,609291.0,49.46747994905578,12317.0
2020-04-06,US-AL,584580.0,47.46122858965425,12317.0
2020-05-23,US-AL,660871.0,53.65518765485203,12317.0
2020-03-22,US-AL,368319.0,29.903301948258342,12317.0
2020-04-05,US-AL,548672.0,44.54590853731359,12317.0
2020-04-02,US-AL,561509.0,45.58812652527998,12317.0
2020-05-30,US-AL,763436.0,61.98229585269986,12317.0
2020-06-01,US-AL,786301.0,63.8386730666012,12317.0
2020-06-10,US-AL,694055.0,56.34934997569619,12317.0
2020-02-17,US-AL,121524.0,9.866362761519627,12317.0
2020-03-31,US-AL,306876.0,24.91483113462441,12317.0
2020-03-28,US-AL,487017.0,39.540225741639546,12317.0
2020-06-04,US-AL,639664.0,51.93342113067946,12317.0
2020-06-02,US-AL,737262.0,59.85726557950266,12317.0
