date,iso3166-2_code,WindSpeed_data_agg_Mean,WindSpeed_data_avg_Mean,WindSpeed_data_points,RelativeHumiditySurface_data_agg_Mean,RelativeHumiditySurface_data_avg_Mean,RelativeHumiditySurface_data_points,TemperatureAboveGround_data_agg_Mean,TemperatureAboveGround_data_avg_Mean,TemperatureAboveGround_data_points,UVIndex_data_agg_Sum,UVIndex_data_avg_Sum,UVIndex_data_points
2020-04-20,DK-81,2928.754180312157,2.2339831779778634,1311.0,88801.27850341797,67.73547732108364,1311.0,369634.1832885742,281.9480559424244,1311.0,27481.0,20.961845185472782,1311.0
2020-03-06,DK-81,4595.5541331768045,3.5053780532408463,1311.0,118055.91360473633,90.05020866096693,1311.0,361132.7431640625,275.46336209054186,1311.0,6054.0,4.6178454478676985,1311.0
2020-02-16,DK-81,14368.320788383484,10.95980917511389,1311.0,116910.2273788452,89.17630679064716,1311.0,368575.5453796387,281.14055243256007,1311.0,5.0,0.0038138796232802265,1311.0
2020-03-27,DK-81,2710.604168772697,2.0675836012121254,1311.0,85165.81583786012,64.96243392481021,1311.0,363773.1747741699,277.47741975343257,1311.0,15347.0,11.706322115696327,1311.0
2020-03-19,DK-81,7751.200021743774,5.912428763779566,1311.0,105492.31894683838,80.4670011287851,1311.0,365292.27255249023,278.63615096593384,1311.0,12886.0,9.8291305651178,1311.0
2020-02-11,DK-81,10123.295844078064,7.7218063480333425,1311.0,115452.049659729,88.06404393263544,1311.0,362452.50311279297,276.4700432057588,1311.0,,,
2020-02-17,DK-81,15131.89998626709,11.542249003827676,1311.0,108112.39378356934,82.46553113504058,1311.0,366432.9561462402,279.50623694889646,1311.0,12.0,0.009153311095872543,1311.0
2020-02-12,DK-81,10603.012526035307,8.087722683686213,1311.0,107061.00414276123,81.66355642959941,1311.0,363665.7012939453,277.3954415701783,1311.0,2310.0,1.7620123859554646,1311.0
2020-04-27,DK-81,5238.74999642372,3.995992372563958,1311.0,108372.92958068848,82.66426156859413,1311.0,368006.8471069336,280.70676308174717,1311.0,18528.0,14.132712332027207,1311.0
2020-03-30,DK-81,6175.904146432878,4.710830995882441,1311.0,74039.4910736084,56.47554126473466,1311.0,362838.467376709,276.7644474540515,1311.0,17103.0,13.045756639392344,1311.0
2020-04-15,DK-81,12817.18753004074,9.77664206971676,1311.0,102497.86138153076,78.18290099056428,1311.0,368555.9573364258,281.1256111447861,1311.0,21659.0,16.520963752125283,1311.0
2020-03-23,DK-81,6707.112500190735,5.1160239391051086,1311.0,77392.93370437622,59.03346656819959,1311.0,361709.1201171875,275.90300855391223,1311.0,13126.0,10.012196787035249,1311.0
2020-04-19,DK-81,3147.24165570736,2.400640164048204,1311.0,84983.87553405763,64.82365424134507,1311.0,368326.2420349121,280.9503898432664,1311.0,26723.0,20.383661034583497,1311.0
2020-04-11,DK-81,5687.3124601840955,4.338145020624773,1311.0,116190.76083374025,88.62751503144561,1311.0,364940.7748718262,278.36803699755086,1311.0,10855.0,8.279932662141372,1311.0
2020-02-09,DK-81,15104.304070472715,11.521199503640895,1311.0,118671.30200195312,90.51961211467659,1311.0,366252.8738098145,279.3688744782151,1311.0,,,
2020-03-04,DK-81,3105.266674518585,2.3686226589595165,1311.0,118534.90528869627,90.41557198560206,1311.0,362867.9382019043,276.78692708999023,1311.0,6555.0,4.999996186120377,1311.0
2020-02-27,DK-81,3699.2666662931438,2.8217115519310383,1311.0,114134.69399261475,87.05919674555149,1311.0,358544.75595092773,273.489307751045,1311.0,3859.0,2.9435522932476785,1311.0
2020-04-02,DK-81,14946.816550254822,11.401071814784904,1311.0,98189.36660003662,74.89648489973435,1311.0,365324.884765625,278.66102677696284,1311.0,12705.0,9.691068122755057,1311.0
2020-04-10,DK-81,3946.9000010490417,3.0106002978251287,1311.0,94367.02350616457,71.98089361195342,1311.0,364670.2871398926,278.1617154677171,1311.0,22948.0,17.50418191900693,1311.0
2020-03-07,DK-81,3967.1166412830353,3.026021064273052,1311.0,112008.37239837646,85.43728982539027,1311.0,362404.6075439453,276.4335096189441,1311.0,6984.0,5.3272270577978205,1311.0
2020-04-07,DK-81,6318.4916594028455,4.819593317932516,1311.0,95778.22897338867,73.05732716709497,1311.0,369631.24572753906,281.9458152415895,1311.0,21203.0,16.173137930482127,1311.0
2020-03-08,DK-81,10841.941679000854,8.269972089266792,1311.0,119453.03378295898,91.11589829676636,1311.0,366588.6853027344,279.6250234002372,1311.0,2726.0,2.0793271706123795,1311.0
2020-02-21,DK-81,12371.954084873201,9.437028716891293,1311.0,112056.06449890137,85.47366821146694,1311.0,365544.9573364258,278.8288928356468,1311.0,3247.0,2.476733427358179,1311.0
