date,iso3166-2_code,WindSpeed_data_agg_Mean,WindSpeed_data_avg_Mean,WindSpeed_data_points,TemperatureAboveGround_data_agg_Mean,TemperatureAboveGround_data_avg_Mean,TemperatureAboveGround_data_points,UVIndex_data_agg_Sum,UVIndex_data_avg_Sum,UVIndex_data_points,RelativeHumiditySurface_data_agg_Mean,RelativeHumiditySurface_data_avg_Mean,RelativeHumiditySurface_data_points
2020-03-23,FR-IDF,8452.816728591919,5.669222709167814,1491.0,415933.24771118164,278.96242035463536,1491.0,26838.0,17.99998792757349,1491.0,69284.3835029602,46.46836823245605,1491.0
2020-04-07,FR-IDF,4065.6791766881943,2.726811837609897,1491.0,429837.9004211426,288.28813691013124,1491.0,39947.0,26.792067879230128,1491.0,99998.43574142456,67.06798703785213,1491.0
2020-02-07,FR-IDF,4635.866690397263,3.1092311074219685,1491.0,415409.7253417969,278.6112989473494,1491.0,7455.0,4.999996646548191,1491.0,108946.61611175537,73.06944536707579,1491.0
2020-02-06,FR-IDF,4204.829134583473,2.820138373202616,1491.0,413506.10009765625,277.3345558437964,1491.0,7455.0,4.999996646548191,1491.0,112021.62900543213,75.13182687699883,1491.0
2020-02-13,FR-IDF,11581.37920999527,7.767519411452621,1491.0,419143.32135009766,281.1153858046357,1491.0,6550.0,4.393021869200624,1491.0,116129.07788085938,77.88665324896454,1491.0
2020-03-29,FR-IDF,12836.912545204163,8.60959351818286,1491.0,415679.6745605469,278.7923512865162,1491.0,27514.0,18.453374612089462,1491.0,79093.61311340332,53.047323987980775,1491.0
2020-03-19,FR-IDF,2848.0833299160004,1.9101820387216377,1491.0,426655.8796386719,286.1539862405672,1491.0,25692.0,17.231376773053807,1491.0,107765.04007720947,72.27697370907832,1491.0
2020-03-28,FR-IDF,6445.249995470047,4.3227670507733045,1491.0,420955.5164794922,282.33080761145845,1491.0,30328.0,20.340697289941456,1491.0,101596.19146347046,68.13958640099534,1491.0
2020-02-09,FR-IDF,15607.683377742767,10.467922810073748,1491.0,422303.5666809082,283.23493188864944,1491.0,4614.0,3.0945653289300274,1491.0,125920.26538848877,84.45350834002711,1491.0
2020-02-16,FR-IDF,15086.220772743225,10.118182866908356,1491.0,427148.3000793457,286.4842478840361,1491.0,6315.0,4.23540963419877,1491.0,107353.27098846436,72.00080415000684,1491.0
2020-04-20,FR-IDF,7474.112526416779,5.012815233803853,1491.0,430066.033203125,288.44114336819695,1491.0,44730.0,29.99997987928915,1491.0,87692.29114151001,58.81437446487964,1491.0
2020-02-23,FR-IDF,10622.891664505005,7.124671052873207,1491.0,423270.55700683594,283.883482980116,1491.0,5976.0,4.008045601579074,1491.0,132622.06272125244,88.94833921724562,1491.0
2020-04-23,FR-IDF,1918.7749972939491,1.2869038969752193,1491.0,432376.3008117676,289.9906175862844,1491.0,45100.0,30.248135313121857,1491.0,77075.27057266235,51.6936410992765,1491.0
2020-05-01,FR-IDF,7593.145808935165,5.092649709111641,1491.0,424560.5856933594,284.7486927864967,1491.0,37112.0,24.890660703782224,1491.0,113155.95548248291,75.89260871218927,1491.0
2020-02-12,FR-IDF,7199.858353376389,4.828875603286912,1491.0,415627.3289794922,278.7572436098247,1491.0,7604.0,5.099929510442984,1491.0,115013.53702545166,77.13847074914884,1491.0
2020-04-05,FR-IDF,4900.904155492783,3.2869891807535896,1491.0,427314.88592529297,286.59597540531024,1491.0,36800.0,24.6814053109287,1491.0,70943.94541168213,47.58142040929693,1491.0
2020-02-26,FR-IDF,9455.675015449524,6.34183009632423,1491.0,413177.66638183594,277.1142785161351,1491.0,10302.0,6.909452106336616,1491.0,120467.2621459961,80.7962316229138,1491.0
2020-03-02,FR-IDF,7771.816680192947,5.212482540382567,1491.0,416287.7294921875,279.2001678685578,1491.0,8636.0,5.792081963727724,1491.0,130303.13107299805,87.39305411129708,1491.0
2020-03-27,FR-IDF,4666.904153585434,3.1300476348342046,1491.0,417970.89138793945,280.3290483292362,1491.0,29014.0,19.459410154654492,1491.0,85030.39144897461,57.02906399725729,1491.0
2020-03-12,FR-IDF,8979.437485694885,6.022422175233206,1491.0,422479.71005249023,283.3530695502486,1491.0,14756.0,9.89670697739304,1491.0,104893.3039932251,70.35092799617512,1491.0
2020-04-15,FR-IDF,5429.150043010712,3.6412786061248195,1491.0,423840.2516784668,284.26557170549637,1491.0,44730.0,29.99997987928915,1491.0,70122.3006515503,47.03035118792697,1491.0
2020-03-18,FR-IDF,1622.3458270430565,1.0880917095582474,1491.0,425530.49993896484,285.39920492270954,1491.0,24437.0,16.389660369107734,1491.0,114813.53212738037,77.00432939171763,1491.0
2020-04-25,FR-IDF,4356.537476301193,2.9218876957837003,1491.0,429210.29568481445,287.8672084625124,1491.0,46554.0,31.223319099048222,1491.0,81178.59967041016,54.44570437606021,1491.0
2020-04-28,FR-IDF,7259.570837259293,4.86892419070094,1491.0,428412.5268249512,287.33215257732974,1491.0,30055.0,20.15759882119462,1491.0,113695.81126403809,76.25468478159175,1491.0
2020-03-30,FR-IDF,11020.258225917816,7.391180975678632,1491.0,413934.62759399414,277.62196510531794,1491.0,31281.0,20.979865204651105,1491.0,67993.11752700806,45.602328587980864,1491.0
2020-03-13,FR-IDF,5450.03747344017,3.6552876043947458,1491.0,418085.19204711914,280.40570867968506,1491.0,20295.0,13.611660890904835,1491.0,101361.57153701782,67.98222907765845,1491.0
2020-03-24,FR-IDF,6545.41662812233,4.3899478458581385,1491.0,416124.89096069336,279.09095363496965,1491.0,26838.0,17.99998792757349,1491.0,59951.5424118042,40.2089216652465,1491.0
2020-02-15,FR-IDF,8648.954133987427,5.800770176537391,1491.0,421665.4820251465,282.806974660075,1491.0,9187.0,6.161632353029945,1491.0,117267.54188537598,78.65021008394761,1491.0
2020-04-13,FR-IDF,8570.191643714905,5.747944933447331,1491.0,425374.53717041016,285.2946021970543,1491.0,43507.0,29.179725566917796,1491.0,91070.6333656311,61.08019603315565,1491.0
2020-03-11,FR-IDF,10670.362468242645,7.156509263402671,1491.0,427570.7389526367,286.767573564764,1491.0,10865.0,7.2870507799793565,1491.0,116568.17474365234,78.18115128269689,1491.0
2020-04-29,FR-IDF,7405.945804357529,4.9670964703293485,1491.0,424951.4722595215,285.01085663894355,1491.0,25760.0,17.27698371765009,1491.0,124664.0408782959,83.61097066889687,1491.0
2020-02-20,FR-IDF,9071.808388233185,6.084374449268099,1491.0,418963.8069458008,280.9949872238857,1491.0,5942.0,3.985242129280933,1491.0,125336.69477844238,84.06211315649178,1491.0
2020-02-25,FR-IDF,9802.28331899643,6.574296944801801,1491.0,418444.1426086426,280.64645336162926,1491.0,8808.0,5.9074407059418474,1491.0,124728.53673553467,83.65422741871714,1491.0
2020-02-17,FR-IDF,9002.17077922821,6.037669176095932,1491.0,419780.04763793945,281.54243198893863,1491.0,7988.0,5.357474609339632,1491.0,119589.73175048828,80.20768044453912,1491.0
