date,iso3166-2_code,UVIndex_data_agg_Sum,UVIndex_data_avg_Sum,UVIndex_data_points
2020-03-23,SE-AB,9290.0,7.800161376858625,1191.0
2020-05-21,SE-AB,35726.0,29.99661629167398,1191.0
2020-06-01,SE-AB,45122.0,37.885778433435405,1191.0
2020-06-06,SE-AB,28964.0,24.31903919476138,1191.0
2020-05-02,SE-AB,18678.0,15.682606479759464,1191.0
2020-05-27,SE-AB,32841.0,27.574284152574183,1191.0
2020-03-16,SE-AB,6653.0,5.586057442437077,1191.0
2020-03-13,SE-AB,7122.0,5.979843845639088,1191.0
2020-03-26,SE-AB,11947.0,10.031057908431649,1191.0
2020-04-13,SE-AB,17722.0,14.879920335919113,1191.0
2020-03-15,SE-AB,7143.0,5.9974760726481335,1191.0
2020-05-24,SE-AB,34853.0,29.26361942601224,1191.0
2020-02-26,SE-AB,4718.0,3.9613736680321847,1191.0
2020-03-12,SE-AB,3877.0,3.2552449578127978,1191.0
2020-03-09,SE-AB,4715.0,3.958854778459464,1191.0
2020-06-14,SE-AB,47549.0,39.92356009776649,1191.0
2020-03-24,SE-AB,11268.0,9.460949235139182,1191.0
2020-05-31,SE-AB,38319.0,32.17377651236229,1191.0
2020-02-17,SE-AB,108.0,0.09068002461794744,1191.0
2020-03-11,SE-AB,1572.0,1.3198981361056792,1191.0
2020-03-30,SE-AB,11850.0,9.949613812247009,1191.0
2020-03-08,SE-AB,5638.0,4.733833136999885,1191.0
2020-04-27,SE-AB,24052.0,20.194777334359923,1191.0
2020-05-19,SE-AB,30284.0,25.42735060675852,1191.0
2020-03-05,SE-AB,2808.0,2.3576806400666332,1191.0
2020-04-23,SE-AB,23818.0,19.998303947687702,1191.0
2020-03-04,SE-AB,75.0,0.06297223931801904,1191.0
2020-05-13,SE-AB,21899.0,18.38705425100399,1191.0
2020-04-20,SE-AB,22762.0,19.111654818089992,1191.0
2020-04-10,SE-AB,16331.0,13.711995204034256,1191.0
2020-06-10,SE-AB,47367.0,39.77074746368811,1191.0
2020-03-03,SE-AB,1257.0,1.0554147309699993,1191.0
2020-03-06,SE-AB,5742.0,4.821154642187538,1191.0
2020-06-05,SE-AB,38255.0,32.12004020147758,1191.0
2020-02-28,SE-AB,4362.0,3.662465438735988,1191.0
2020-04-26,SE-AB,22943.0,19.263627822310813,1191.0
2020-04-17,SE-AB,20434.0,17.156996509658686,1191.0
2020-05-08,SE-AB,31067.0,26.084780785238642,1191.0
