date,iso3166-2_code,UVIndex_data_agg_Sum,UVIndex_data_avg_Sum,UVIndex_data_points
2020-03-23,IN-AP,1531275.0,67.94794693166725,22536.0
2020-03-15,IN-AP,1486815.0,65.97510356872988,22536.0
2020-06-01,IN-AP,1387240.0,61.55661778680255,22536.0
2020-04-27,IN-AP,1587045.0,70.42265395710623,22536.0
2020-04-21,IN-AP,1592396.0,70.6600962610891,22536.0
2020-04-28,IN-AP,1597499.0,70.88653395072178,22536.0
2020-03-03,IN-AP,1406531.0,62.41262591353275,22536.0
2020-04-12,IN-AP,1571056.0,69.71316694563512,22536.0
2020-03-25,IN-AP,1541237.0,68.3899951903623,22536.0
2020-04-11,IN-AP,1567172.0,69.5408204854091,22536.0
2020-04-01,IN-AP,1530508.0,67.91391249938265,22536.0
2020-04-07,IN-AP,1469222.0,65.19444155154235,22536.0
2020-04-29,IN-AP,1562357.0,69.327162347925,22536.0
2020-04-17,IN-AP,1584233.0,70.29787582987771,22536.0
2020-04-13,IN-AP,1573346.0,69.81478213459432,22536.0
2020-06-07,IN-AP,1496873.0,66.42141167814113,22536.0
2020-05-02,IN-AP,1576029.0,69.93383608742296,22536.0
2020-05-17,IN-AP,1317743.0,58.47279648239277,22536.0
2020-02-23,IN-AP,1327210.0,58.89287988583245,22536.0
2020-05-03,IN-AP,1573920.0,69.84025249200157,22536.0
2020-03-24,IN-AP,1539231.0,68.30098205977183,22536.0
2020-03-08,IN-AP,1429243.0,63.42043559547233,22536.0
2020-05-10,IN-AP,1563485.0,69.37721559384028,22536.0
2020-03-29,IN-AP,1561600.0,69.29357165009,22536.0
2020-04-26,IN-AP,1579115.0,70.07077253857062,22536.0
2020-04-04,IN-AP,1534396.0,68.08643645338852,22536.0
2020-06-03,IN-AP,1287019.0,57.10946675943083,22536.0
2020-04-23,IN-AP,1584442.0,70.30714987987443,22536.0
2020-06-14,IN-AP,1118528.0,49.632940644615694,22536.0
2020-05-28,IN-AP,1584519.0,70.31056663513637,22536.0
2020-04-05,IN-AP,1542990.0,68.4677818393778,22536.0
2020-04-20,IN-AP,1589203.0,70.51841185133068,22536.0
2020-06-12,IN-AP,790954.0,35.097353785172444,22536.0
2020-03-20,IN-AP,1517894.0,67.35418586465273,22536.0
2020-03-04,IN-AP,1413385.0,62.716761505291025,22536.0
2020-03-31,IN-AP,1570088.0,69.6702134509135,22536.0
2020-03-09,IN-AP,1440686.0,63.92820092615367,22536.0
2020-04-06,IN-AP,1504786.0,66.77253874811241,22536.0
2020-02-28,IN-AP,1364732.0,60.55786028763488,22536.0
2020-06-10,IN-AP,1073667.0,47.64230353024922,22536.0
2020-05-25,IN-AP,1580697.0,70.1409713284979,22536.0
2020-03-07,IN-AP,1372606.0,60.907256793252714,22536.0
2020-03-30,IN-AP,1565766.0,69.47843142179484,22536.0
2020-04-08,IN-AP,1547509.0,68.66830543715365,22536.0
2020-04-30,IN-AP,1603227.0,71.14070504345469,22536.0
2020-05-18,IN-AP,1277013.0,56.665466069157524,22536.0
2020-06-08,IN-AP,1429113.0,63.41466704762748,22536.0
2020-03-11,IN-AP,1452221.0,64.44004861377137,22536.0
2020-03-27,IN-AP,1552823.0,68.90410592367297,22536.0
2020-04-15,IN-AP,1579724.0,70.09779596655147,22536.0
2020-06-16,IN-AP,896946.0,39.80058396341037,22536.0
2020-05-06,IN-AP,1573987.0,69.84322551281392,22536.0
2020-05-27,IN-AP,1587647.0,70.44936677097236,22536.0
2020-03-26,IN-AP,1548694.0,68.72088796943167,22536.0
2020-03-05,IN-AP,1421563.0,63.0796475381768,22536.0
2020-06-15,IN-AP,964481.0,42.79734456880793,22536.0
2020-02-24,IN-AP,1337344.0,59.342560377060686,22536.0
2020-05-19,IN-AP,1005630.0,44.62326745548157,22536.0
2020-04-16,IN-AP,1582092.0,70.20287228421759,22536.0
2020-05-20,IN-AP,1491131.0,66.16661935717876,22536.0
2020-05-26,IN-AP,1584366.0,70.30377749805744,22536.0
2020-06-19,IN-AP,998107.0,44.28944602904482,22536.0
2020-04-19,IN-AP,1584477.0,70.30870295044804,22536.0
2020-03-10,IN-AP,1453989.0,64.51850086446127,22536.0
2020-06-11,IN-AP,821710.0,36.462103458373115,22536.0
2020-02-18,IN-AP,1285629.0,57.04778767093594,22536.0
2020-05-11,IN-AP,1581697.0,70.18534477345825,22536.0
2020-06-02,IN-AP,1296064.0,57.51082456909724,22536.0
2020-05-24,IN-AP,1584845.0,70.32503237819346,22536.0
2020-05-30,IN-AP,1566690.0,69.5194324849382,22536.0
2020-06-04,IN-AP,1352989.0,60.03678292346544,22536.0
2020-03-17,IN-AP,1501391.0,66.621890902472,22536.0
2020-05-22,IN-AP,1586790.0,70.41133872864134,22536.0
2020-04-14,IN-AP,1576740.0,69.96538560678978,22536.0
2020-03-28,IN-AP,1557380.0,69.1063157123573,22536.0
2020-05-12,IN-AP,1580769.0,70.14416621653504,22536.0
2020-05-16,IN-AP,1500529.0,66.58364099291617,22536.0
